,사업장명,맛,친절,가성비,양,혼밥,청결,인테리어,특별한날,특별한메뉴,단체모임,깨끗한화장실,주차,뷰,신선한재료,넓은매장
1385,초원양꼬치,31,11,7,1,1,0,1,0,3,1,0,0,0,8,1
1386,제니스에이프론,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,와촌,60,18,32,27,3,4,1,0,10,7,2,0,1,10,8
1388,브라운,4,2,0,0,0,1,2,0,0,2,0,0,0,0,0
1389,델리커리 가든파이브 현대시티몰점,156,30,15,15,13,18,70,1,73,59,0,0,0,81,12
1390,용상 중화요리,135,45,21,35,7,12,3,3,3,2,1,0,0,23,14
1391,투맨,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,섬진강,10,5,1,0,0,2,0,0,1,1,0,0,0,1,1
1393,토마 화실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,아트몬,0,18,13,0,0,16,23,0,6,0,1,0,24,0,0
1395,한솥도시락 양재교육개발원입구점,39,10,34,11,18,3,0,0,3,1,0,0,0,3,1
1396,삼시네끼,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,대박수산,40,16,13,5,2,1,0,1,3,1,0,0,1,17,1
1398,명동칼국수 샤브샤브,84,26,8,18,19,16,4,0,5,5,4,0,9,16,18
1399,녹파랑,135,54,23,33,18,19,1,1,10,7,2,0,2,41,9
1400,지새는달,39,28,12,0,0,13,6,0,9,0,0,0,0,0,0
1401,천궁,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,마루 양대창 마곡 본점,18,14,8,4,0,12,2,0,3,5,1,0,0,4,0
1403,원당,149,42,34,32,27,9,2,1,6,19,4,0,1,17,39
1404,스마일커피숍,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0
1405,동강민물매운탕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,함평식당,13,15,10,8,5,2,0,0,0,0,0,0,0,1,0
1407,치킨마루,40,20,38,4,2,6,3,1,1,0,2,0,0,9,0
1408,족반장왕족발,47,9,9,6,1,1,2,0,1,1,0,0,1,5,1
1409,아지매,4,2,4,3,3,0,0,0,0,0,0,0,0,0,1
1410,일등칼국수,72,12,22,22,7,5,0,1,4,1,2,0,1,20,0
1411,아빠는 요리사,28,12,7,10,7,1,0,0,2,1,0,0,0,4,5
1412,서대문삼계탕,77,15,9,8,6,10,1,0,4,3,0,0,0,14,5
1413,죽이야기,15,6,2,4,11,3,0,0,0,0,0,0,0,2,2
1414,전주 청국장,163,38,28,34,30,17,4,2,16,8,3,0,1,42,27
1415,김밥&라면,25,8,13,9,4,5,1,0,14,1,0,0,1,13,0
1416,낙원아구찜,133,35,10,27,2,5,1,5,13,10,0,0,1,41,6
1417,땡구비어,13,10,7,0,0,2,0,0,2,3,0,0,0,0,0
1418,조선옥더옥,48,14,2,1,0,5,5,1,5,5,2,0,1,5,12
1419,콩부자 개봉점,175,47,128,32,51,25,0,2,9,3,2,0,2,34,33
1420,오늘도 커피,0,23,12,0,0,13,2,0,6,0,5,0,0,0,0
1421,이모네포차호프,5,7,1,0,0,0,0,0,1,0,0,0,0,0,0
1422,청담맥주,13,6,2,0,0,1,1,0,5,1,0,0,0,0,0
1423,토담마을,7,5,2,0,1,0,0,0,1,2,0,0,0,1,0
1424,사카,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,백년옥,743,92,76,103,63,60,6,9,129,20,11,0,8,199,50
1426,할매순대국,36,10,12,6,12,7,0,0,0,1,1,0,1,4,2
1427,거제회직판장,21,12,13,5,0,0,0,0,0,1,0,0,0,8,0
1428,섬소년,9,2,5,1,0,0,0,1,2,2,1,0,0,1,1
1429,정가네,25,15,8,4,0,5,0,1,3,1,0,0,0,9,1
1430,목포홍탁,17,2,5,3,1,1,1,0,5,2,0,0,1,4,0
1431,요기나하러,33,18,16,4,25,19,1,1,4,0,0,0,0,5,0
1432,새촌131,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0
1433,꼬꼬순이,104,31,19,8,1,6,3,0,14,17,2,0,2,6,19
1434,쿠마스시,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,맨발의청춘,9,5,1,2,0,0,0,1,2,1,0,0,0,3,0
1436,장원닭한마리,139,65,51,35,0,28,2,1,18,7,5,0,0,50,10
1437,도명골 청국장,287,138,201,128,69,65,3,6,61,13,2,0,3,107,28
1438,누아주베이커리,0,50,27,0,0,25,29,0,28,0,0,0,1,0,0
1439,델마르,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1440,올리돈까스,11,5,4,0,4,2,0,0,1,0,0,0,0,6,0
1441,KFC 염창동,368,119,152,41,113,57,9,3,47,7,9,0,6,35,35
1442,완산골콩나물국밥,46,19,22,16,9,2,3,0,1,3,0,0,0,8,4
1443,상지원,23,2,6,3,3,1,0,0,2,2,2,0,0,3,1
1444,에이스5차점,48,0,11,7,4,1,3,0,1,0,0,0,0,7,3
1445,각시보쌈,532,87,197,150,25,34,7,6,37,53,4,0,0,123,90
1446,밥상마루,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,부엉이돈가스 롯데백화점 관악점,234,149,17,25,37,110,12,6,38,7,12,0,1,93,39
1448,마텡,14,7,5,0,0,2,3,0,2,0,0,0,0,0,0
1449,십오야,15,5,3,0,1,2,0,0,3,3,0,0,0,4,0
1450,오가네,59,26,31,12,2,3,2,0,8,6,2,0,0,5,2
1451,미락명가 압구정,7,1,2,0,0,1,0,0,0,1,0,0,0,1,1
1452,충남식당,26,8,3,1,1,0,0,0,2,1,0,0,0,2,1
1453,곰탕반,101,53,21,25,11,57,7,2,9,5,0,0,2,66,33
1454,홍루이젠흑석중앙대점,62,16,18,2,7,22,2,0,10,0,2,0,0,9,0
1455,영영푸드카페,5,2,3,1,1,2,0,1,1,0,0,0,0,2,2
1456,다쥬르,0,57,62,0,0,27,10,0,23,0,2,0,16,0,0
1457,마라일족,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,케이6송탄부대찌개,52,18,15,26,3,9,3,0,5,4,0,0,1,17,14
1459,불광대박곱창,42,22,20,30,1,10,0,0,1,3,0,0,0,7,4
1460,미라클포차,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,해오름맛집,11,4,4,1,2,3,0,0,1,0,1,0,0,2,1
1462,미미 쌀국수,67,13,30,16,20,9,2,0,8,1,1,0,0,5,14
1463,족발야시장 위례중앙점,55,20,5,8,0,4,0,1,2,2,1,0,1,6,9
1464,본할머니보쌈,52,9,2,4,0,4,0,1,0,6,1,0,0,6,2
1465,우들목 서초점,161,44,20,16,3,15,18,13,10,36,6,0,3,38,39
1466,남도식당,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1467,뉴욕야시장,25,10,14,0,0,3,0,0,4,2,0,0,0,0,0
1468,기후,185,129,30,18,2,55,74,120,132,5,2,0,3,131,2
1469,양재오제섞어,116,13,24,20,5,6,1,1,12,5,0,0,0,12,3
1470,지니샌드,0,62,33,0,0,50,20,0,34,0,0,0,1,0,0
1471,호수로 커피,0,7,5,0,0,4,2,0,4,0,2,0,1,0,0
1472,노원식당,6,1,2,1,0,1,0,0,1,0,0,0,0,1,0
1473,다사랑,77,21,7,5,2,5,1,1,9,1,0,0,1,11,1
1474,화령,31,11,5,0,0,3,5,0,2,0,0,0,0,0,0
1475,비니거니치킨호프,27,14,14,2,0,2,2,0,2,1,0,0,1,7,2
1476,네네치킨,32,19,2,6,0,0,0,0,2,0,0,0,0,5,0
1477,연서 숯불갈비,29,10,6,8,1,9,0,1,5,3,5,0,1,13,4
1478,하남돼지집서여의도점,48,8,7,5,0,1,0,0,3,7,0,0,0,10,4
1479,언덕집,28,10,3,6,4,3,0,0,1,1,1,0,0,7,1
1480,향연,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1481,생선지존 진땡이,130,29,20,8,3,7,2,1,9,11,2,0,2,16,14
1482,두껍삼 가산직영점,124,38,7,2,2,19,2,7,7,20,3,0,1,31,20
1483,이디야 상계동점,0,45,26,0,0,23,6,0,7,0,11,0,1,0,0
1484,타르트 앤,0,29,0,0,0,10,9,0,5,0,3,0,0,0,0
1485,우아당,78,18,10,15,14,26,6,0,16,0,0,0,0,38,2
1486,정육도,140,50,18,14,4,22,30,10,26,37,7,0,11,36,26
1487,오봉도시락숙대점,19,3,5,1,0,1,0,0,3,2,0,0,0,3,1
1488,고기는 내가쏜다,29,10,7,9,3,2,1,1,1,0,0,0,0,6,1
